00EUu,8/5P1P/1p4K1/8/6P1/8/2p5/k6r b - - 0 62,h1h6 g6h6 c2c1q g4g5 c1c6 h6g7,2619,117,90,228,crushing defensiveMove endgame long,https://lichess.org/u5HjwjcV/black#124
00EbJ,r2q1rk1/ppp2ppp/2nbb3/8/6n1/2NPBN2/PPP1BPPP/R2QK2R w KQ - 5 9,f3g5 g4e3 f2e3 d8g5,1268,97,53,68,capturingDefender crushing opening short,https://lichess.org/wlZv7BWx#17
00Ec4,2rq1r1k/p5pp/8/1p1BpPb1/2Pp2Q1/P2P2R1/6PP/R5K1 b - - 3 25,c8c7 g4g5 d8g5 g3g5,801,79,100,304,crushing middlegame short,https://lichess.org/HUFGdjKK/black#50
00Ezc,rnb1k2r/ppp4p/3b1qp1/3P1pBQ/4p2N/2N5/PPP2PPP/R3R1K1 b kq - 1 13,f6f7 c3e4 f5e4 e1e4,2127,76,91,603,crushing middlegame short,https://lichess.org/DlEjvVuJ/black#26
00F5G,2rqrbk1/pp3ppp/4n3/3p1N2/3NnBQ1/2P4P/PP3PP1/R4RK1 b - - 14 22,e6f4 f5h6 g8h8 h6f7,1562,98,67,36,crushing deflection kingsideAttack middlegame pin short,https://lichess.org/HLNR4ZJ8/black#44
00FGo,r6r/ppQ2kpp/5n2/8/2P5/1P2Pq2/P4P1P/2KR3R b - - 4 19,f7e8 h1g1 h8g8 g1g5 f3d1 c1d1,2735,109,92,367,advantage long middlegame,https://lichess.org/VHMkQ50f/black#38
00FON,1k6/8/8/6p1/1pp5/p4PP1/N1P4P/7K w - - 0 38,h2h4 b4b3 c2b3 c4b3,1141,82,93,59,crushing endgame knightEndgame short,https://lichess.org/D9f2JIE8#75
00FPo,7R/1K3p2/6k1/PP4p1/8/6rp/8/8 b - - 2 47,g5g4 a5a6 h3h2 h8h2,1864,78,93,2890,crushing endgame rookEndgame short,https://lichess.org/6C03NLdu/black#94
00Fyu,r7/p1qbppbk/2p3p1/2pp4/4PP2/1P1P1N2/P1P3PP/3Q1RK1 b - - 2 16,d7g4 f3g5 h7g8 d1g4,977,245,-100,3,advantage discoveredAttack middlegame short,https://lichess.org/kjeZtnnv/black#32
00GBV,3r1rk1/pp2n1pp/8/8/Nq6/1PB5/P3QPPP/4R1K1 b - - 1 25,b4d6 e2e7 d6e7 e1e7,1454,77,82,296,advantage middlegame short,https://lichess.org/MksLS6CR/black#50
00GHw,r1bq1r2/1p4kp/4p1p1/1NpPp1P1/2P1P3/pPQ4B/P4n2/2KR3R b - - 1 21,f2h1 c3e5 g7g8 d5e6 d8e7 d1h1 e7g7 e5g7,2619,85,84,91,advantage middlegame veryLong,https://lichess.org/VU9ATvfr/black#42
00GRa,1r3rk1/2p1Nppb/p2nq3/1p2p1Pp/4Qn1P/2P1N3/PPB2P1K/3R2R1 b - - 5 28,e6e7 e4h7,909,104,90,236,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/QiJhfG8J/black#56
00GVf,2b2k2/6q1/pn4p1/1rp2p2/8/8/1P2Q1P1/1K2R2R b - - 3 32,c8d7 h1h8 g7h8 e2e7 f8g8 e7d8,1604,75,86,76,crushing exposedKing long middlegame sacrifice,https://lichess.org/sTFSNjA5/black#64
00GcF,6r1/1p1bRk2/p2q1n1r/3p4/3Q4/1P1B3P/P1P2PP1/4R1K1 b - - 4 27,d6e7 e1e7 f7e7 d4e3 e7f7 e3h6,1865,74,95,1405,advantage attraction exposedKing fork long middlegame,https://lichess.org/vZo2lFXq/black#54
00Gt0,R7/4k3/5p2/3p2p1/4b2p/2K1P2P/5PP1/8 w - - 2 47,f2f3 d5d4 c3d4 e4a8,1093,76,91,93,crushing discoveredAttack endgame master short,https://lichess.org/5OO7Wczb#93
00GuG,2R5/7p/1K4k1/8/5p2/5n2/8/8 w - - 0 63,c8c6 g6f5 b6c5 h7h5,2589,90,90,544,advantage defensiveMove endgame master short,https://lichess.org/6xU6SaA2#125
00H1C,r3r3/1kpRnqpp/p4p2/Qp2P2P/1N6/4Pb2/PPP3P1/2K2R2 b - - 0 22,e7c6 a5c7,1496,84,79,284,mate mateIn1 middlegame oneMove,https://lichess.org/GzcjOw0p/black#44
00HGG,8/pp6/2p1kpp1/3p4/3P1PPp/1P3K2/P1P4P/8 w - - 0 31,g4g5 f6g5 f3g4 g5f4 g4f4 e6f6,1676,77,85,97,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/JyqJknFl#61
00HSV,r2q1kr1/ppp2p1p/2n5/8/3P4/P2BP1N1/1P1Q1PbP/R3K2R w KQ - 0 17,d3h7 g8g3 f2g3 g2h1,1723,85,69,37,advantage middlegame short,https://lichess.org/RldMoyAB#33
00HVU,r2qkb1r/ppp1pppp/8/3p3Q/3n1P2/3B3P/PPP2PP1/RN2K2R b KQkq - 1 9,g7g6 h5e5 d4f3 g2f3,1637,74,93,627,advantage fork middlegame short,https://lichess.org/SHbaicFX/black#18
00HZC,4r1k1/pp1qn3/2p4R/6p1/3P1rR1/3Q2P1/PP3P1P/6K1 b - - 0 31,f4g4 d3h7 g8f8 h6f6,1603,75,79,121,endgame mate mateIn2 short,https://lichess.org/SPwu7cIA/black#62
00HaO,4r3/8/1R6/7p/4K2P/p3P3/k7/8 w - - 6 48,e4f5 e8e3 f5g5 e3b3 b6e6 b3b5,2070,124,-82,16,crushing endgame long rookEndgame,https://lichess.org/W6ARHCTL#95
00Hxb,1rbr1k2/p4ppp/2B5/2pR1NP1/2P5/P7/7P/4R1K1 b - - 0 27,d8d5 e1e8,1259,79,92,1047,endgame mate mateIn1 oneMove,https://lichess.org/FW9LwaHK/black#54
00IDw,4r3/pN3kpp/2N1b3/2R5/5b2/P7/1P3PPP/7K w - - 1 30,g2g3 e6h3 c5c1 f4c1,1738,76,80,134,advantage endgame quietMove short,https://lichess.org/KmTVU8Fo#59
00IPp,4Q3/6pk/p3p2p/5p2/1p1P2P1/4q2P/2B1n2B/7K w - - 0 35,g4f5 e3f3,1687,83,88,765,endgame mate mateIn1 oneMove,https://lichess.org/JKNcTJw1#69
00ISm,5r2/4bp1k/2ppq1p1/4p1Q1/4N2P/3P4/1P1R1P2/4K1R1 b - - 0 29,e7g5 e4g5 h7h6 g5e6,907,88,84,82,crushing endgame fork short,https://lichess.org/Nx7iGvHH/black#58
00IUT,1r2r1k1/ppp1q1pp/4b3/4P3/1Q1p1P2/8/P5PP/R1BR2K1 w - - 6 19,d1d4 c7c5 b4a3 c5d4 a3e7 e8e7,1543,74,98,1816,crushing fork long middlegame,https://lichess.org/93xXeKdX#37
00IYH,rnbq1rk1/ppp2pp1/3p1n1p/2b1p2N/2B1P3/3P4/PPP2PPP/RNBQ1RK1 b - - 2 7,c8g4 h5f6 d8f6 d1g4,1109,76,99,961,advantage kingsideAttack opening short,https://lichess.org/D9n0j4f5/black#14
00IaZ,4R3/1k2R3/3K2p1/1P6/1P6/2rp3r/8/8 b - - 3 45,b7b6 e8b8,940,77,100,225,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/MA0bo8dV/black#90
00IiM,r5k1/pp4p1/1n6/3pB3/3P2pb/2NQ1r2/PP6/2K3R1 w - - 2 24,d3f3 g4f3 g1g7 g8f8,1819,75,93,1209,advantage middlegame short,https://lichess.org/qzEITbaG#47
00In2,8/b2r1p1k/5Qp1/1p5p/4p3/1P1q3P/5PP1/2B2RK1 b - - 13 38,d3b3 c1b2 b3b2 f6b2,1766,75,95,3390,advantage endgame quietMove short,https://lichess.org/Ut09PlkM/black#76
00J1t,r1qr3k/pp3pB1/1np1pb2/8/3P3P/2N2PR1/PP1Q2P1/2KR4 b - - 0 22,f6g7 d2g5 d8g8 g5h5 g7h6 h5h6,1772,74,98,2438,exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/77hjhVfM/black#44
00JQS,5r1k/pb3Qpp/2p5/5p2/3P4/8/PPP2PPP/4R1K1 b - - 0 21,f8f7 e1e8 f7f8 e8f8,600,92,100,168,backRankMate endgame mate mateIn2 short,https://lichess.org/jB9KjawU/black#42
00JS1,2r5/1p2k1pp/4p3/1N3p2/5P2/P2nP3/1R4PP/6K1 w - - 0 24,b2d2 c8c1 d2d1 c1d1,650,107,100,163,endgame mate mateIn2 short,https://lichess.org/ROJJOhHY#47
00JZk,7k/1q5p/3Q2p1/8/P3p3/1p2B2P/1br3P1/R5K1 b - - 0 32,b7f7 a1f1 f7f1 g1f1,2089,76,91,289,crushing endgame short,https://lichess.org/YuyVHFxe/black#64
00JzT,8/7p/6pK/5p2/4p3/1k4P1/5P1P/8 w - - 2 44,h6h7 g6g5 g3g4 f5f4,1732,90,85,41,crushing defensiveMove endgame pawnEndgame quietMove short,https://lichess.org/Zk86Dja7#87
00KMV,1r3k2/1p1q1p2/p2p1np1/2pP2bp/2P1P1n1/1PQ3P1/P3N1K1/3N1R1R b - - 11 28,f6e4 c3h8 f8e7 h8b8,1163,77,98,1315,crushing middlegame short skewer,https://lichess.org/zMA7YEmv/black#56
00KO5,2r2rk1/3p1ppp/p3p3/1p2q3/6P1/3Q4/PP5P/1K2RR2 b - - 0 22,e5h2 f1h1 h2c2 d3c2 c8c2 b1c2,1517,77,87,73,advantage endgame long,https://lichess.org/jUnUTglG/black#44
00KUa,r1bk1bnr/pppp1Bpp/8/3Nq3/3nP3/3P4/PPP2PPP/R1BQK2R b KQ - 0 8,g8f6 c1f4 e5f4 d5f4,1555,161,-100,10,crushing opening short trappedPiece,https://lichess.org/QBzgVaj1/black#16
00KVF,4r1k1/p4ppp/bqp2n2/2Qp4/3P4/8/PP3PPP/RNB1N1K1 w - - 1 16,c5c3 b6b5 e1d3 b5d3,2265,88,76,55,crushing middlegame short,https://lichess.org/KXFidiSb#31
00KVO,4r3/p1R3p1/4r2p/3k1n2/3p4/P5B1/1P4PP/4R1K1 w - - 2 28,c7a7 e6e1 g3e1 e8e1,838,92,75,44,crushing endgame short,https://lichess.org/4wKfUa8h#55
00KYE,r1b2k1r/pp4p1/2pq2p1/3p4/3p4/1N6/PPP2PPP/R2Q1RK1 w - - 0 17,d1d4 d6h2,899,100,93,126,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/IOpSkMQi#33
00Kbj,8/8/6p1/PR3p2/1P3k2/7P/r5P1/7K w - - 1 39,h3h4 f4g3 b5d5 a2a1 d5d1 a1d1,1642,75,97,1975,endgame long mate mateIn3 rookEndgame,https://lichess.org/PW8a1JvE#77
00KhM,5rk1/5ppp/1R6/3Qp3/2B1P3/2q3P1/3R1PKP/1r6 b - - 0 27,b1b6 d5f7 f8f7 d2d8,1561,144,67,24,clearance endgame mate mateIn2 pin sacrifice short,https://lichess.org/o5Jg9MLX/black#54
00LII,2k4r/pp6/3p4/2pBb3/4P2B/2P2bp1/PP1R4/R5K1 w - - 1 32,d2g2 h8h4 a1f1 f3g2,1680,80,85,51,advantage hangingPiece middlegame short,https://lichess.org/0PFmmeVw#63
00LMb,8/8/1n4kP/1P3p2/3P1K2/2p1N3/8/8 w - - 4 49,f4e5 b6c4 e3c4 c3c2,1759,91,74,34,advancedPawn crushing endgame knightEndgame sacrifice short,https://lichess.org/8fplizkC#97
00LOy,5k2/1p3pp1/p3pb2/r7/2P2B2/1P6/1PR1K1PP/8 b - - 0 33,f6e5 b3b4 a5a1 f4e5,1425,104,100,36,crushing endgame short,https://lichess.org/dq3UiVvj/black#66
00LRv,5r1k/7p/p2pB3/3Pb1p1/4p2q/1P2B3/P1Q2P2/2R3K1 w - - 0 31,f2f4 h4g3 g1h1 g3f3 c2g2 f3e3,2487,91,69,56,crushing exposedKing fork long middlegame,https://lichess.org/AebpnUup#61
00Lo9,5k2/8/4p3/3p2p1/p1pQ2P1/P1P2q2/1PB5/7K w - - 0 42,h1h2 f3e2 h2g3 e2c2,1424,273,100,5,endgame equality fork short,https://lichess.org/oAKhM88Y#83
00M1q,2r3k1/2r1q1p1/p3p1Q1/1p1p4/nP1P4/2P4R/P4PPP/2R3K1 b - - 0 30,e7f6 g6h7 g8f7 h3f3 f6f3 g2f3,1484,75,100,130,advantage long middlegame pin,https://lichess.org/nsAQV9mj/black#60
00M6i,6k1/1N4pp/p7/4bp2/P1P5/1r6/6PP/2R3K1 w - - 1 33,b7c5 e5d4 g1f1 d4c5,1187,127,43,13,crushing endgame fork short,https://lichess.org/kUhFtcHh#65
00ME0,8/1p6/p1b5/5k1p/1PB1p2P/P3P1K1/8/8 b - - 2 35,f5e5 c4f7 c6d7 f7h5,1623,76,87,168,bishopEndgame crushing endgame short,https://lichess.org/Z2H5mRQg/black#70
00MIY,6k1/3R3p/1p5q/3P4/3QP1pN/6P1/PPr3B1/5rK1 w - - 0 25,g1f1 h6c1 d4d1 c1d1,1544,86,79,39,endgame mate mateIn2 short,https://lichess.org/SHHHsXB9#49
00MNf,r1b3k1/pp3Rpp/3p4/2pN4/2P4b/5Q1P/PPP3P1/4qNK1 b - - 0 21,h4f6 f7f6 g7f6 f3f6,2083,162,45,12,crushing middlegame short,https://lichess.org/S4llTtjA/black#42
00MS3,rn1qr1k1/1p2bppp/2p2B2/p2p4/3P4/2N2N2/PPP1QPPP/2KRR3 b - - 0 12,e7f6 e2e8 d8e8 e1e8,824,83,81,120,backRankMate mate mateIn2 middlegame short,https://lichess.org/Eia6KIcR/black#24
00MYL,1R6/3k1Q2/p2b1p2/2r1p3/3n4/P6P/5PP1/4qBK1 b - - 1 40,d7c6 f7b7,1322,75,88,334,mate mateIn1 middlegame oneMove,https://lichess.org/fwb6IEPk/black#80
00MZr,1k5r/ppp5/2p5/3n4/5pQ1/3P1P1r/PPP2K2/5R2 w - - 2 26,f1g1 h3h2 g1g2 d5e3,2099,77,91,363,crushing endgame short,https://lichess.org/LITlSDhw#51
00Mca,1k6/1Pp1rqp1/p1R5/6pp/Q6P/1P6/P4PBK/3r4 b - - 5 34,e7e6 a4c4 e6c6 c4f7,2352,78,93,412,crushing endgame short,https://lichess.org/FcSCJACK/black#68
00NOI,3r4/2k2p1p/pp2pp2/2p5/3nN3/6P1/PPP2PRP/2K5 w - - 2 23,e4f6 d4e2 c1b1 d8d1,977,90,60,31,backRankMate endgame mate mateIn2 short,https://lichess.org/Z7mmtXNG#45
00NVe,2B4k/p1p3pb/8/5pnr/8/2P2R2/PPP2K2/6R1 w - - 6 34,c8f5 g5f3 f5g4 f3g1,1550,127,47,13,advantage endgame short,https://lichess.org/7yU1Aehr#67
00Nej,6k1/1p3pp1/pB2qb1p/2P5/1P6/6QP/4r1P1/3R3K b - - 4 33,f6e5 d1d8 g8h7 g3d3 e6g6 d3e2,1264,74,100,1967,crushing endgame fork long,https://lichess.org/P5XLEtLV/black#66
00O37,r1q1r1k1/1p3pp1/n1p4p/p1bpp2P/P3P3/2P2P2/1P1QBP2/R1BK3R b - - 3 23,c5f2 e2a6 b7a6 d2f2,1322,80,86,56,advantage discoveredAttack middlegame short,https://lichess.org/N2UAIb27/black#46
00OPk,6rk/7p/R2N3P/1r6/1P5K/P7/8/8 b - - 4 50,b5d5 d6f7,876,83,100,184,endgame mate mateIn1 oneMove,https://lichess.org/aDJVIeGE/black#100
00Oft,3r4/p1pk1p1p/2pp1qr1/2b5/Q3P1b1/5NB1/P2N1PPP/R4RK1 w - - 2 16,g3h4 g4f3 d2f3 f6f3,1332,290,100,3,equality middlegame pin short,https://lichess.org/SpSdvvVa#31
00Ohu,1n3rk1/r3q1bp/pp2p1p1/2p1NnN1/4QP2/BPP5/P2R2PP/5RK1 b - - 2 21,h7h6 e5g6 e7f6 g6f8,1524,76,59,112,crushing fork middlegame short,https://lichess.org/8qQE5EI4/black#42
00OmS,r1bq1rk1/pp2pp1p/6pB/3Nb3/8/5B2/Pn2QPPP/R4RK1 b - - 1 15,e5h8 d5e7 d8e7 e2e7,1268,76,95,772,crushing kingsideAttack middlegame short,https://lichess.org/eNcGmn5c/black#30
00Oo2,k7/pp1r2p1/2n2q2/3b1P1B/1P5P/2P5/P4Q2/2KR2R1 w - - 1 32,c1c2 c6b4 c2b1 b4a2 f2c5 a2c3,2039,130,62,21,advantage long middlegame,https://lichess.org/DSMfbugE#63
00Or5,r2qkbnr/pp5p/8/4Nb2/3p4/1QN5/PP2PPPP/R3KB1R b KQkq - 1 12,d4c3 b3f7,1509,92,61,100,mate mateIn1 oneMove opening,https://lichess.org/29LGsamW/black#24
00Ozz,3kRr2/3n1B1p/2pP4/p1n5/Ppp5/8/1P3PPP/4R1K1 b - - 8 32,f8e8 e1e8,882,83,88,158,endgame mate mateIn1 oneMove,https://lichess.org/gO3w1uZJ/black#64
00P6j,r2n2k1/1bRq1rpp/1p6/3P4/p3Q3/B3P3/PP3PPP/3R2K1 b - - 0 20,d7c7 e4e8 f7f8 e8f8,1306,76,90,461,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/vBpR18cI/black#40
00PGi,3r1q1k/pppb2pp/2np4/6N1/5B2/1Q4P1/PP4PP/4R2K b - - 11 24,b7b6 g5f7 f8f7 b3f7,1029,75,100,599,crushing fork middlegame short,https://lichess.org/qzZ4hC7X/black#48
00Pgk,r2q1rk1/pbp1bp2/1p2pn1Q/5nN1/8/P1NB4/1PP3PP/R4RK1 w - - 2 17,d3f5 d8d4 g1h1 e6f5,2276,92,100,26,advantage intermezzo middlegame short,https://lichess.org/pe4L6fzJ#33
00PrK,r7/7R/P3k3/4p2p/3b2p1/3K4/8/5R2 b - - 7 55,a8a6 h7h6 e6d5 h6a6,1104,77,90,142,crushing endgame short skewer,https://lichess.org/N9FWAV9a/black#110
00Q4v,8/2p1b3/q1Pp2k1/3Pp3/4Pr2/1Q3PK1/3N2P1/7R w - - 1 47,h1e1 e7h4 g3h2 h4e1,1269,83,70,57,crushing endgame short skewer,https://lichess.org/gHKVgDSR#93
00QCD,3r1rk1/1Q3ppp/1q2pb2/8/1P1N4/4P1P1/3B1PBP/R5K1 b - - 0 23,b6b7 g2b7 f6d4 e3d4,1055,76,91,119,advantage middlegame short,https://lichess.org/AFf6cmqa/black#46
00QHM,6k1/pp3rpp/4Nb2/4p3/1B1r4/6PK/PP5P/2R5 b - - 0 28,d4b4 c1c8 f6d8 c8d8 f7f8 d8f8,1044,80,92,130,endgame long mate mateIn3,https://lichess.org/VyUHT6ng/black#56
00QQS,2r3k1/1p1q1ppp/4p3/Q7/3P4/P1B5/1Pr2PPP/R5K1 b - - 0 22,d7d4 c3d4 c2c1 a5e1,1842,221,43,14,advantage endgame hangingPiece short,https://lichess.org/tG606j71/black#44
00QZ3,r1bq3r/ppppnkpp/2n5/b5N1/4P3/B1P5/P4PPP/RN1QK2R b KQ - 1 9,f7f8 d1f3 f8e8 f3f7,1532,76,93,1196,mate mateIn2 opening short,https://lichess.org/PiCJ1gmH/black#18
00Qnn,r1bqkb1r/ppp1n1p1/7p/3Pp1N1/2P5/8/PP3PPP/RNBQK2R w KQkq - 0 11,d1h5 g7g6 h5e2 h6g5,1249,313,100,4,defensiveMove equality opening short,https://lichess.org/bvZx0hh4#21
00QqI,r6r/pQ2nkpp/4b3/2p1q3/4p3/2N5/PP1B1PPP/R4RK1 w - - 1 15,c3e4 e6d5 e4g5 e5g5 d2g5 d5b7,1642,75,76,84,advantage long middlegame,https://lichess.org/71TDmfZz#29
00R4l,r1b5/p4pkp/3p2p1/2pPr3/2P5/1P1B4/R4PPP/R5K1 w - - 0 24,a2a7 a8a7 a1a7 e5e1 d3f1 c8f5,1607,74,90,362,advantage defensiveMove endgame long,https://lichess.org/IQW9ts1W#47
00R8C,r4q1k/2bn2p1/2p3pp/1pP5/1P1B2P1/1Q1P1r1P/5PB1/4RRK1 w - - 0 27,g2f3 f8f4 d4g7 h8h7 e1e5 d7e5 g7e5 c7e5 f1e1 f4f3,2116,139,75,26,crushing fork master middlegame veryLong,https://lichess.org/ZILz4GAu#53
00RYH,1k5r/ppp1R2p/3r1p2/5Q2/3p4/2qP4/2P2PPP/2K1R3 b - - 5 26,d6a6 e7e8 h8e8 e1e8,1029,80,89,109,backRankMate endgame mate mateIn2 short,https://lichess.org/qGI2u50w/black#52
00Rcs,3k4/ppp2p1r/4p2P/5n2/3Pp1N1/2P2K2/P1P3P1/7R w - - 0 30,f3e4 f5g3 e4f4 g3h1,925,78,100,107,crushing endgame fork short,https://lichess.org/6z8dEdCK#59
00Rdf,2kr4/p1pr1pp1/1p4p1/1PP1P3/3B1PP1/PQ2Pn1P/2KRR3/5q2 w - - 1 30,c5b6 d7d4 e3d4 f3d4 c2b2 d4b3,1905,147,23,12,advantage exposedKing fork long middlegame,https://lichess.org/1DyqIpsd#59
00Rlv,r3k1nr/p1q3pp/1pb1p3/2b2p2/8/N1BQ1P2/PPP3PP/2KR3R b kq - 3 14,a8d8 d3d8 c7d8 d1d8,628,90,81,85,advantage middlegame short,https://lichess.org/DoFZ2KjY/black#28
00RoG,2kr2nr/pp2nppp/2pp4/2b2PP1/4NPq1/3B1R2/PPP4P/R2QB2K w - - 5 18,h2h3 g4g1,1406,77,92,412,mate mateIn1 oneMove opening,https://lichess.org/rOjlXCXv#35
00Rqg,2k1r2r/Qpq5/3bp3/1P1P4/5pp1/2P5/1B2RPP1/R5K1 w - - 1 28,e2e6 c7h7 a7a8 d6b8 e6c6 b7c6,2475,86,67,89,advantage defensiveMove long middlegame quietMove,https://lichess.org/HiWWZDYW#55
00Ru6,3r1r2/p5kp/1p4pP/2p5/2PbBQ2/2q5/P1P1K3/5R2 b - - 0 34,g7h8 f4f8 d8f8 f1f8,941,80,80,66,mate mateIn2 middlegame short,https://lichess.org/SA1K2pZD/black#68
00Rue,r2qkb1r/pp1nppp1/2p2n1p/3p1b2/3P4/BP2PN2/P1P2PPP/RN1QKB1R w KQkq - 2 7,c2c4 f5b1 a1b1 d8a5 b3b4 a5a3,1998,75,97,3149,advantage fork long opening,https://lichess.org/tgFzBrLu#13
00Rvy,r6k/6bp/p7/2Q5/8/5P2/4bKPP/8 b - - 2 37,e2d3 c5d5 a8f8 d5d3,1304,84,9,50,advantage endgame fork short,https://lichess.org/AFL6C8p8/black#74
00RwV,2r1r2k/ppq3pp/3b1p2/3Q3R/3P4/4B3/PP3PPP/R5K1 w - - 1 20,d5f5 c7c1 a1c1 c8c1 e3c1 e8e1,1970,73,94,2489,long mate mateIn3 middlegame sacrifice,https://lichess.org/QtHdcDHe#39
00RzK,1r2r3/p2k3p/2bP1q1P/1p2ppp1/1P6/1KPB4/P6Q/3R1R2 b - - 1 38,e8f8 d3f5 f6f5 f1f5,1543,76,86,167,advantage middlegame short,https://lichess.org/o4pFbzdX/black#76
00SCL,r1b2rk1/2q1bp1p/p5p1/1p2p1PB/3BP3/2N5/PPPQ3P/R3K2R w KQ - 0 17,h5g6 e5d4 c3d5 c7e5 d5e7 e5e7,2082,84,75,65,advantage clearance long middlegame,https://lichess.org/humRaTMP#33
00STS,r4rk1/pppq2b1/2np3p/4p2b/B5p1/2PPQ2P/PP1N1P1B/R3NRK1 w - - 0 21,h3g4 d7g4 g1h1 g4a4,1575,75,96,4489,advantage fork middlegame short,https://lichess.org/gC9OswxQ#41
00Sz9,1r4k1/p4ppp/4p3/p5n1/4P3/1P1N1PPq/QB3b1P/R5K1 w - - 0 30,d3f2 g5f3 g1h1 h3h2,1059,78,100,114,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/mJ2prRw1#59
00Tdk,r6r/4kppp/2pNpnq1/p1P1n3/8/B3P3/PP2QPPP/3R1RK1 w - - 7 20,e2d2 e5f3 g1h1 f3d2,1098,78,97,455,crushing middlegame pin short,https://lichess.org/UgDWX5rx#39
00TiV,8/1kp5/4n3/3pN3/r2P3R/2K4P/8/8 w - - 5 48,e5f3 a4a3 c3c2 a3f3,1313,78,94,445,crushing endgame short skewer,https://lichess.org/Wm6c0Vk6#95
00TuA,8/6p1/8/pp2k1p1/2p2p2/2P1KPPP/PP6/8 w - - 0 37,e3f2 f4g3 f2g3 e5f5,2310,76,97,202,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/qtped91w#73
00TxB,r2qkb1r/pp3ppp/2pp1nn1/8/4PB2/2N2B2/PPP2PPP/R2Q1RK1 w kq - 2 10,f1e1 g6f4,876,86,99,290,advantage hangingPiece oneMove opening,https://lichess.org/J5i5UOW9#19
00UHZ,3n2k1/6p1/pp3p1p/8/2r1NR1P/6P1/1PP5/1K6 b - - 1 32,d8e6 e4f6 g7f6 f4c4,1246,74,95,1511,advantage discoveredAttack endgame short,https://lichess.org/bQ4MdAO1/black#64
00UOA,6k1/5p1p/4pbp1/p2p4/2rP1P2/P3B1P1/1P2R1KP/8 b - - 0 30,f6d4 b2b3 c4c2 e2c2,1660,74,100,88,advantage endgame short,https://lichess.org/DUwr5LiX/black#60
00UQj,6r1/pp1qbpk1/8/2pPp1r1/2P1Pp2/P1N2Qp1/3B2K1/R6R w - - 0 31,h1h3 d7h3 g2h3 g3g2,2414,98,90,586,advancedPawn crushing master middlegame sacrifice short,https://lichess.org/uZNJ299M#61
00UTH,3r3r/q4pk1/p4N2/1p2PQp1/P4n2/3p1P1P/1P4P1/3RR1K1 w - - 0 32,g1h2 h8h3 f5h3 f4h3,1925,76,81,113,crushing middlegame short,https://lichess.org/X5eq2VgN#63
00UV8,3r4/7p/p3nkp1/1b6/4P2P/1B2B3/P4KP1/8 b - - 1 38,e6d4 e3g5 f6e5 g5d8,1281,337,100,3,endgame equality short skewer,https://lichess.org/xzJR462D/black#76
00UgJ,1r1q1rk1/1b4b1/4p1pp/3pP3/p2B2P1/3B3Q/PPP5/2KR3R w - - 0 23,d3g6 d8g5 c1b1 g5g6,998,76,100,459,advantage fork middlegame short,https://lichess.org/9kzSQDr4#45
00Ui0,r5k1/5pp1/2p5/P1N4p/2Pp1n2/1P3P2/5P1P/3R2K1 w - - 1 26,d1d4 f4e2 g1f1 e2d4,806,80,100,281,crushing endgame fork short,https://lichess.org/R2pJ0rIG#51
00Uwn,3r1rk1/p1p2pbp/1p4p1/7n/4P3/1P2BP1q/P1B3QP/3R1R1K b - - 6 23,h3h4 e3g5 h5g3 g2g3,1679,75,93,711,advantage fork middlegame short,https://lichess.org/Nqhta4GU/black#46
00V0G,8/6P1/5k1K/8/8/3p4/PR6/6r1 w - - 1 49,b2d2 g1h1 d2h2 h1h2,1459,76,90,356,endgame mate mateIn2 rookEndgame short,https://lichess.org/UYjzL2st#97
00VC1,1k2r3/p2r1R2/2Q5/1p5p/P1P3p1/8/6PP/7K w - - 2 44,c6d7 e8e1 f7f1 e1f1,814,131,82,13,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/EjJXrCqs#87
00VFK,8/6pk/7p/Q7/6P1/3q3K/1P5P/8 w - - 1 45,h3h4 g7g5 a5g5 h6g5,1082,75,100,143,crushing endgame master queenEndgame short,https://lichess.org/cuisbvqQ#89
00VIe,8/8/8/P6p/8/2RnkN2/r7/3K4 w - - 1 60,f3e1 a2d2,1712,76,96,2929,endgame mate mateIn1 oneMove,https://lichess.org/ugqyRWZm#119
00VQ7,r2q1r1k/pppn2pp/2n1B3/6b1/5B2/2N2Q2/PPP3PP/2KR1R2 w - - 1 15,f4g5 d8g5 c1b1 f8f3,1537,113,70,12,crushing middlegame short,https://lichess.org/mstWBf97#29
00VSe,6nr/1pN2ppp/p2Qbk2/2B1p3/3nq3/8/PP2BPPP/5K1R w - - 8 19,c5d4 e4b1 e2d1 b1d1,1075,77,100,212,mate mateIn2 middlegame short,https://lichess.org/xBVkshTD#37
00VT0,1r3b1r/pp1bk1pp/6q1/3QPn2/3P1B2/2P5/PP4PP/RN3RK1 w - - 3 17,e5e6 d7c6 d5c6 b7c6,1943,75,88,459,crushing middlegame short,https://lichess.org/S9Wa2sWM#33
